Proefvlak;Boom;Ploeg;Meting;Omtrek;Referentie;Toestel;Hoogte
3;8;6;3;143;141,2333333;NA;NA
3;8;7;1;141,2;141,2333333;NA;NA
3;8;7;2;141,2;141,2333333;NA;NA
3;8;7;3;141,3;141,2333333;NA;NA
3;9;1;1;116;113,7333333;1;24,79
3;9;2;1;114;113,7333333;1;28,79
3;9;3;1;117;113,7333333;1;22,42
3;9;3;2;117;113,7333333;1;24,16
3;9;3;3;117;113,7333333;1;23,9
3;9;4;1;117;113,7333333;1;23,27
3;9;4;1;117;113,7333333;2;23
3;9;5;1;116;113,7333333;2;24,2
3;9;6;1;115;113,7333333;NA;NA
3;9;6;2;115;113,7333333;NA;NA
3;9;6;3;115;113,7333333;NA;NA
3;9;7;1;113,3;113,7333333;NA;NA
3;9;7;2;113,9;113,7333333;NA;NA
3;9;7;3;114;113,7333333;NA;NA
3;10;1;1;128;126,7666667;1;22,18
3;10;1;2;128;126,7666667;1;23,27
3;10;1;3;128;126,7666667;1;22,2
3;10;2;1;127;126,7666667;1;22,91
3;10;3;1;130;126,7666667;1;22,37
3;10;3;2;129;126,7666667;1;22,76
3;10;3;3;127;126,7666667;1;21,93
3;10;4;1;128;126,7666667;1;20,3
3;10;4;1;128;126,7666667;2;19,6
3;10;5;1;128;126,7666667;2;22,6
3;10;6;1;128;126,7666667;NA;NA
3;10;7;1;126,5;126,7666667;NA;NA
3;10;7;2;126,8;126,7666667;NA;NA
3;10;7;3;127;126,7666667;NA;NA
3;11;1;1;120;119,5;1;24,64
3;11;2;1;120;119,5;1;27,92
3;11;2;2;120;119,5;1;27,75
3;11;2;3;120;119,5;1;26,91
3;11;3;1;122;119,5;1;25,19
3;11;4;1;120;119,5;1;26,12
3;11;4;1;120;119,5;2;26,3
3;11;5;1;121;119,5;2;26,9
3;11;5;2;121,5;119,5;2;29,2
3;11;5;3;121;119,5;2;29,2
3;11;6;1;122;119,5;NA;NA
3;11;6;2;121;119,5;NA;NA
3;11;6;3;121;119,5;NA;NA
3;11;7;1;119,5;119,5;NA;NA
3;11;7;2;119,5;119,5;NA;NA
3;11;7;3;119,5;119,5;NA;NA
3;12;1;1;134;133,7;1;27,28
3;12;1;2;134;133,7;1;25,85
3;12;1;3;134;133,7;1;27,73
3;12;2;1;134;133,7;1;26,06
3;12;2;2;134;133,7;1;25,76
3;12;2;3;134;133,7;1;25,89
3;12;3;1;135;133,7;1;26,26
3;12;4;1;134;133,7;1;26,43
3;12;4;1;134;133,7;2;25,9
3;12;4;2;134;133,7;1;25,64
3;12;4;2;134;133,7;2;25,8
3;12;4;3;134;133,7;1;25,68
3;12;4;3;134;133,7;2;25,5
3;12;5;1;134,5;133,7;2;27,8
3;12;5;2;134,5;133,7;2;27,4
3;12;5;3;134,5;133,7;2;26,9
3;12;6;1;135;133,7;NA;NA
3;12;7;1;133,6;133,7;NA;NA
3;12;7;2;133,7;133,7;NA;NA
3;12;7;3;133,8;133,7;NA;NA
4;1;1;1;116;116,8666667;1;23,21
4;1;1;2;116;116,8666667;1;23,09
4;1;1;3;115;116,8666667;1;24,6
4;1;2;1;119;116,8666667;1;23,53
4;1;2;2;121;116,8666667;1;23,28
4;1;2;3;118;116,8666667;1;23,56
4;1;3;1;119;116,8666667;1;22,27
4;1;3;2;120;116,8666667;1;21,01
4;1;3;3;118;116,8666667;1;21,3
4;1;4;1;117;116,8666667;1;22,88
4;1;4;1;117;116,8666667;2;22,4
4;1;4;2;117;116,8666667;1;22,46
4;1;4;2;117;116,8666667;2;23
4;1;4;3;117;116,8666667;1;22,57
4;1;4;3;117;116,8666667;2;22,2
4;1;5;1;120,5;116,8666667;2;21,7
4;1;5;2;120;116,8666667;2;22,5
4;1;5;3;119,5;116,8666667;2;22,5
4;1;6;1;115;116,8666667;NA;NA
4;1;6;2;117;116,8666667;NA;NA
4;1;6;3;116;116,8666667;NA;NA
4;1;7;1;117,1;116,8666667;NA;NA
4;1;7;2;117;116,8666667;NA;NA
4;1;7;3;116,5;116,8666667;NA;NA
4;2;1;1;156;158,7666667;1;23,12
4;2;1;2;156;158,7666667;1;22,12
4;2;1;3;156;158,7666667;1;22,19
4;2;2;1;160;158,7666667;1;24,59
4;2;3;1;160;158,7666667;1;23,98
4;2;3;2;159;158,7666667;1;21,74
4;2;3;3;157;158,7666667;1;22,82
4;2;4;1;158;158,7666667;2;25,7
4;2;4;1;158;158,7666667;1;26,2
4;2;5;1;159,5;158,7666667;2;22,2
4;2;6;1;159;158,7666667;NA;NA
4;2;6;2;158;158,7666667;NA;NA
4;2;6;3;157;158,7666667;NA;NA
4;2;7;1;159;158,7666667;NA;NA
4;2;7;2;158,2;158,7666667;NA;NA
4;2;7;3;159,1;158,7666667;NA;NA
4;3;1;1;123;121,5666667;1;22,96
4;3;1;2;123;121,5666667;1;21,5
4;3;1;3;123;121,5666667;1;21,85
4;3;2;1;122;121,5666667;1;22,21
4;3;2;2;122;121,5666667;1;21,32
4;3;2;3;122;121,5666667;1;22,58
4;3;3;1;122;121,5666667;1;21,33
4;3;4;1;121;121,5666667;2;22,2
4;3;4;1;121;121,5666667;1;22,28
4;3;5;1;122;121,5666667;2;21,7
4;3;5;2;122,5;121,5666667;2;20
4;3;5;3;122;121,5666667;2;21,1
4;3;6;1;122;121,5666667;NA;NA
4;3;7;1;121,6;121,5666667;NA;NA
4;3;7;2;121,5;121,5666667;NA;NA
4;3;7;3;121,6;121,5666667;NA;NA
4;4;1;1;121;120,5333333;1;24,03
4;4;2;1;125;120,5333333;1;23,57
4;4;3;1;125;120,5333333;1;23
4;4;3;2;124;120,5333333;1;23,37
4;4;3;3;123;120,5333333;1;23,87
4;4;4;1;123;120,5333333;1;24,1
4;4;4;1;123;120,5333333;2;23,3
4;4;4;2;123;120,5333333;2;22,8
4;4;4;2;123;120,5333333;1;23,13
4;4;4;3;123;120,5333333;1;22,43
4;4;4;3;123;120,5333333;2;21,4
4;4;5;1;124;120,5333333;2;20,8
4;4;5;2;124;120,5333333;2;23,2
4;4;5;3;123,5;120,5333333;2;24,5
4;4;5;4;NA;NA;2;23
4;4;6;1;122;120,5333333;NA;NA
4;4;7;1;120,5;120,5333333;NA;NA
4;4;7;2;120,4;120,5333333;NA;NA
4;4;7;3;120,7;120,5333333;NA;NA
4;5;1;1;114;113,5;1;21,3
4;5;1;2;115;113,5;1;21,44
4;5;1;3;114;113,5;1;21,21
4;5;2;1;116;113,5;1;21,56
4;5;3;1;116;113,5;1;20,31
4;5;4;1;114;113,5;2;22,1
4;5;4;1;114;113,5;1;22,85
4;5;4;2;115;113,5;2;22,5
4;5;4;2;115;113,5;1;23,11
4;5;4;3;113;113,5;1;20,76
4;5;4;3;113;113,5;2;19,1
4;5;5;1;116;113,5;2;19,1
4;5;5;2;115,5;113,5;2;23,5
4;5;5;3;114,5;113,5;2;21,1
4;5;5;4;NA;NA;2;19,2
4;5;6;1;115;113,5;NA;NA
4;5;6;2;115;113,5;NA;NA
4;5;6;3;115;113,5;NA;NA
4;5;7;1;113,4;113,5;NA;NA
4;5;7;2;113,5;113,5;NA;NA
4;5;7;3;113,6;113,5;NA;NA
4;6;1;1;86;84,7;1;21,34
4;6;2;1;87;84,7;1;21,65
4;6;3;1;88;84,7;1;19,83
4;6;3;2;87;84,7;1;22,41
4;6;3;3;87;84,7;1;21,37
4;6;4;1;86;84,7;1;21,03
4;6;4;1;86;84,7;2;19,6
4;6;4;2;87;84,7;1;20,79
4;6;4;2;87;84,7;2;20
4;6;4;3;NA;NA;2;19,2
4;6;4;3;NA;NA;1;19,51
4;6;5;1;88;84,7;2;18,1
4;6;6;1;87;84,7;NA;NA
4;6;6;2;87;84,7;NA;NA
4;6;6;3;87;84,7;NA;NA
4;6;7;1;84,8;84,7;NA;NA
4;6;7;2;84,6;84,7;NA;NA
4;6;7;3;84,7;84,7;NA;NA
4;7;1;1;116;114,4666667;1;25,3
4;7;2;1;116;114,4666667;1;23,91
4;7;2;2;116;114,4666667;1;25,15
4;7;2;3;116;114,4666667;1;24,44
4;7;3;1;117;114,4666667;1;22,91
4;7;3;2;116;114,4666667;1;24,08
4;7;3;3;116;114,4666667;1;25,76
4;7;4;1;115;114,4666667;1;23,93
4;7;4;1;115;114,4666667;2;24,6
4;7;5;1;117;114,4666667;2;23,5
4;7;5;2;116;114,4666667;2;23,6
4;7;5;3;115,5;114,4666667;2;23,9
4;7;6;1;117;114,4666667;NA;NA
4;7;7;1;114,5;114,4666667;NA;NA
4;7;7;2;114,5;114,4666667;NA;NA
4;7;7;3;114,4;114,4666667;NA;NA
4;8;1;1;115;115,6;1;26,43
4;8;2;1;117;115,6;1;26,37
4;8;3;1;117;115,6;1;26,3
4;8;4;1;116;115,6;1;25,49
4;8;4;1;116;115,6;2;26,4
4;8;4;2;116;115,6;2;25,2
4;8;4;2;116;115,6;1;25,49
4;8;4;3;115;115,6;2;24,8
4;8;4;3;115;115,6;1;25,44
4;8;5;1;116,5;115,6;2;25,5
4;8;6;1;116;115,6;NA;NA
4;8;6;2;116;115,6;NA;NA
4;8;6;3;117;115,6;NA;NA
4;8;7;1;115,6;115,6;NA;NA
4;8;7;2;115,4;115,6;NA;NA
4;8;7;3;115,8;115,6;NA;NA
4;9;1;1;94;94,7;1;23,65
4;9;2;1;97;94,7;1;25,06
4;9;3;1;100;94,7;1;22,79
4;9;4;1;94;94,7;2;26,8
4;9;4;1;94;94,7;1;27,01
4;9;5;1;97;94,7;2;23,9
4;9;6;1;95;94,7;NA;NA
4;9;7;1;94,8;94,7;NA;NA
4;9;7;2;94,5;94,7;NA;NA
4;9;7;3;94,8;94,7;NA;NA
4;10;1;1;118;117,2666667;1;24,28
4;10;1;2;118;117,2666667;1;24,53
4;10;1;3;118;117,2666667;1;25,19
4;10;2;1;119;117,2666667;1;23,18
4;10;2;2;119;117,2666667;1;22,83
4;10;2;3;119;117,2666667;1;22,16
4;10;3;1;119;117,2666667;1;22,98
4;10;4;1;118;117,2666667;2;22,3
4;10;4;1;118;117,2666667;1;22,27
4;10;5;1;120,5;117,2666667;2;22,9
4;10;5;2;119;117,2666667;2;22,2
4;10;5;3;119;117,2666667;2;21,8
4;10;6;1;118;117,2666667;NA;NA
4;10;7;1;117,1;117,2666667;NA;NA
4;10;7;2;117,2;117,2666667;NA;NA
4;10;7;3;117,5;117,2666667;NA;NA
4;11;1;1;105;104;1;27,7
4;11;2;1;106;104;1;27,86
4;11;2;2;105;104;1;24,51
4;11;2;3;105;104;1;23,85
4;11;3;1;105;104;1;24,15
4;11;4;1;105;104;2;28,5
4;11;4;1;105;104;1;27,53
4;11;5;1;105,5;104;2;22,5
4;11;6;1;105;104;NA;NA
4;11;6;2;105;104;NA;NA
4;11;6;3;105;104;NA;NA
4;11;7;1;104;104;NA;NA
4;11;7;2;104,1;104;NA;NA
4;11;7;3;103,9;104;NA;NA
4;12;1;1;86;85,26666667;1;19,51
4;12;1;2;87;85,26666667;1;19,17
4;12;1;3;87;85,26666667;1;19,24
4;12;2;1;86;85,26666667;1;19,98
4;12;2;2;86;85,26666667;1;18,36
4;12;2;3;85;85,26666667;1;18,82
4;12;3;1;86;85,26666667;1;20,75
4;12;3;2;86;85,26666667;1;19,34
4;12;3;3;86;85,26666667;1;19,28
4;12;4;1;85;85,26666667;2;18,6
4;12;4;1;85;85,26666667;1;19,4
4;12;4;2;86;85,26666667;2;17,3
4;12;4;2;86;85,26666667;1;17,63
4;12;4;3;85;85,26666667;1;18,54
4;12;4;3;85;85,26666667;2;18,7
4;12;5;1;86;85,26666667;2;19,9
4;12;6;1;86;85,26666667;NA;NA
4;12;7;1;85,8;85,26666667;NA;NA
4;12;7;2;84,7;85,26666667;NA;NA
4;12;7;3;85,3;85,26666667;NA;NA
5;1;1;1;84;83,93333333;1;21,64
5;1;1;2;84;83,93333333;1;22,72
5;1;1;3;84;83,93333333;1;21,46
5;1;2;1;84;83,93333333;1;22,19
5;1;3;1;84;83,93333333;1;21,35
5;1;4;1;84;83,93333333;2;22,2
5;1;4;1;84;83,93333333;1;22,25
5;1;4;2;84;83,93333333;2;21,8
5;1;4;2;84;83,93333333;1;22,29
5;1;4;3;84;83,93333333;2;22
5;1;4;3;84;83,93333333;1;22,36
5;1;5;1;84,5;83,93333333;2;21,8
5;1;5;2;84;83,93333333;2;20,9
5;1;5;3;84,5;83,93333333;2;21,1
5;1;6;1;85;83,93333333;NA;NA
5;1;6;2;84;83,93333333;NA;NA
5;1;6;3;84;83,93333333;NA;NA
5;1;7;1;83,8;83,93333333;NA;NA
5;1;7;2;84,2;83,93333333;NA;NA
5;1;7;3;83,8;83,93333333;NA;NA
5;2;1;1;70;69,16666667;1;19,81
5;2;2;1;69;69,16666667;1;19,06
5;2;2;2;69;69,16666667;1;18,83
5;2;2;3;69;69,16666667;1;19,68
5;2;3;1;70;69,16666667;1;19,05
5;2;4;1;70;69,16666667;2;20,4
5;2;4;1;70;69,16666667;1;20,26
5;2;5;1;70;69,16666667;2;19,6
5;2;6;1;70;69,16666667;NA;NA
5;2;7;1;69,2;69,16666667;NA;NA
5;2;7;2;69,2;69,16666667;NA;NA
5;2;7;3;69,1;69,16666667;NA;NA
5;3;1;1;104;104,5666667;1;22,37
5;3;1;2;104;104,5666667;1;22,14
5;3;1;3;104;104,5666667;1;22,1
5;3;2;1;104;104,5666667;1;22,92
5;3;2;2;105;104,5666667;1;22,93
5;3;2;3;104;104,5666667;1;22,79
5;3;3;1;105;104,5666667;1;23,53
5;3;3;2;106;104,5666667;1;23,09
5;3;3;3;105;104,5666667;1;22,22
5;3;4;1;105;104,5666667;1;22,85
5;3;4;1;105;104,5666667;2;21,9
5;3;5;1;105,5;104,5666667;2;22,8
5;3;5;2;106;104,5666667;2;22,5
5;3;5;3;106;104,5666667;2;22,7
5;3;6;1;104;104,5666667;NA;NA
5;3;6;2;105;104,5666667;NA;NA
5;3;6;3;104;104,5666667;NA;NA
5;3;7;1;104,7;104,5666667;NA;NA
5;3;7;2;104,3;104,5666667;NA;NA
5;3;7;3;104,7;104,5666667;NA;NA
5;4;1;1;113;113,0666667;1;20,59
5;4;2;1;113;113,0666667;1;22,16
5;4;3;1;114;113,0666667;1;20,22
5;4;3;2;114;113,0666667;1;20,5
5;4;3;3;114;113,0666667;1;21,53
5;4;4;1;113;113,0666667;2;22,1
5;4;4;1;113;113,0666667;1;22,63
5;4;4;2;114;113,0666667;1;22,64
5;4;4;2;114;113,0666667;2;22
5;4;4;3;115;113,0666667;2;22,1
5;4;4;3;115;113,0666667;1;23,11
5;4;5;1;115;113,0666667;2;22,9
5;4;5;2;114;113,0666667;2;22,4
5;4;5;3;114,5;113,0666667;2;22,6
5;4;6;1;114;113,0666667;NA;NA
5;4;6;2;114;113,0666667;NA;NA
5;4;6;3;114;113,0666667;NA;NA
5;4;7;1;113,1;113,0666667;NA;NA
5;4;7;2;113,1;113,0666667;NA;NA
5;4;7;3;113;113,0666667;NA;NA
5;5;1;1;164;165,4666667;1;21,63
5;5;2;1;164;165,4666667;1;24,7
5;5;3;1;165;165,4666667;1;22,95
5;5;4;1;164;165,4666667;2;23,7
5;5;4;1;164;165,4666667;1;24,3
5;5;4;2;160;165,4666667;1;22,04
5;5;4;2;160;165,4666667;2;21,7
5;5;4;3;165;165,4666667;2;21,7
5;5;4;3;165;165,4666667;1;25,09
5;5;5;1;165,5;165,4666667;2;25,1
5;5;6;1;165;165,4666667;NA;NA
5;5;7;1;165,7;165,4666667;NA;NA
5;5;7;2;165,3;165,4666667;NA;NA
5;5;7;3;165,4;165,4666667;NA;NA
5;6;1;1;95;96,06666667;1;21,19
5;6;2;1;96;96,06666667;1;22,17
5;6;2;2;96;96,06666667;1;21,29
5;6;2;3;96;96,06666667;1;21,26
5;6;3;1;97;96,06666667;1;21,53
5;6;3;2;97;96,06666667;1;21,37
5;6;3;3;97;96,06666667;1;21,55
5;6;4;1;97;96,06666667;1;21,47
5;6;4;1;97;96,06666667;2;21,3
5;6;4;2;98;96,06666667;2;21,6
5;6;4;2;98;96,06666667;1;21,76
5;6;4;3;97;96,06666667;1;21,42
5;6;4;3;97;96,06666667;2;21,6
5;6;5;1;98;96,06666667;2;21,6
5;6;5;2;98;96,06666667;2;21,8
5;6;5;3;97,5;96,06666667;2;21,5
5;6;6;1;97;96,06666667;NA;NA
5;6;6;2;97;96,06666667;NA;NA
5;6;6;3;97;96,06666667;NA;NA
5;6;7;1;96;96,06666667;NA;NA
5;6;7;2;96,1;96,06666667;NA;NA
5;6;7;3;96,1;96,06666667;NA;NA
5;7;1;1;31;30,86666667;1;7,74
5;7;1;2;31;30,86666667;1;8,08
5;7;1;3;31;30,86666667;1;7,96
5;7;2;1;31;30,86666667;1;7,95
5;7;2;2;31;30,86666667;1;7,76
5;7;2;3;31;30,86666667;1;7,63
5;7;3;1;31;30,86666667;1;8,22
5;7;4;1;30;30,86666667;1;8
5;7;4;1;30;30,86666667;2;7,8
5;7;5;1;31;30,86666667;2;7,6
5;7;6;1;31;30,86666667;NA;NA
5;7;7;1;31;30,86666667;NA;NA
5;7;7;2;30,9;30,86666667;NA;NA
5;7;7;3;30,7;30,86666667;NA;NA
5;8;1;1;155;156;1;24,63
5;8;1;2;155;156;1;24,5
5;8;1;3;155;156;1;24,91
5;8;2;1;157;156;1;25,74
5;8;3;1;158;156;1;23,34
5;8;3;2;157;156;1;23,86
5;8;3;3;157;156;1;24,05
5;8;4;1;151;156;2;24,8
5;8;4;1;151;156;1;25,83
5;8;4;2;151;156;1;24,81
5;8;4;2;151;156;2;24,2
5;8;4;3;158;156;2;24,5
5;8;4;3;158;156;1;24,33
5;8;5;1;158;156;2;25,8
5;8;6;1;158;156;NA;NA
5;8;7;1;156,2;156;NA;NA
5;8;7;2;156,3;156;NA;NA
5;8;7;3;155,5;156;NA;NA
5;9;1;1;111;110,6;1;23,19
5;9;1;2;111;110,6;1;22,69
5;9;1;3;111;110,6;1;23,01
5;9;2;1;110;110,6;1;21,02
5;9;3;1;111;110,6;1;21,12
5;9;3;2;111;110,6;1;20,53
5;9;3;3;111;110,6;1;21,83
5;9;4;1;110;110,6;1;23,26
5;9;4;1;110;110,6;2;23,3
5;9;5;1;111,5;110,6;2;21,7
5;9;6;1;112;110,6;NA;NA
5;9;6;2;112;110,6;NA;NA
5;9;6;3;111;110,6;NA;NA
5;9;7;1;110,8;110,6;NA;NA
5;9;7;2;110,7;110,6;NA;NA
5;9;7;3;110,3;110,6;NA;NA
5;10;1;1;62;60,83333333;1;20,09
5;10;2;1;61;60,83333333;1;19,02
5;10;2;2;61;60,83333333;1;19,16
5;10;2;3;61;60,83333333;1;19,08
5;10;3;1;61;60,83333333;1;19,3
5;10;3;2;61;60,83333333;1;19,23
5;10;3;3;61;60,83333333;1;20,39
5;10;4;1;61;60,83333333;1;19,86
5;10;4;1;61;60,83333333;2;19,9
5;10;5;1;61,5;60,83333333;2;19,1
5;10;5;2;61,5;60,83333333;2;19,4
5;10;5;3;61,5;60,83333333;2;19,2
5;10;6;1;62;60,83333333;NA;NA
5;10;7;1;60,9;60,83333333;NA;NA
5;10;7;2;60,8;60,83333333;NA;NA
5;10;7;3;60,8;60,83333333;NA;NA
5;11;1;1;75;75,36666667;1;19,47
5;11;1;2;75;75,36666667;1;18,69
5;11;1;3;75;75,36666667;1;18,34
5;11;2;1;76;75,36666667;1;20,2
5;11;2;2;76;75,36666667;1;19,36
5;11;2;3;76;75,36666667;1;19,31
5;11;3;1;76;75,36666667;1;18,59
5;11;4;1;76;75,36666667;1;19,29
5;11;4;1;76;75,36666667;2;19,3
5;11;5;1;77,5;75,36666667;2;20
5;11;6;1;75;75,36666667;NA;NA
5;11;6;2;76;75,36666667;NA;NA
5;11;6;3;75;75,36666667;NA;NA
5;11;7;1;75,5;75,36666667;NA;NA
5;11;7;2;75,3;75,36666667;NA;NA
5;11;7;3;75,3;75,36666667;NA;NA
5;12;1;1;115;115,2666667;1;21,51
5;12;2;1;115;115,2666667;1;22,9
5;12;3;1;116;115,2666667;1;21,03
5;12;4;1;115;115,2666667;2;21,8
5;12;4;1;115;115,2666667;1;22,43
5;12;4;2;115;115,2666667;2;22,1
5;12;4;2;115;115,2666667;1;22,67
5;12;4;3;116;115,2666667;2;22,9
5;12;4;3;116;115,2666667;1;22,69
5;12;5;1;116,5;115,2666667;2;23,3
5;12;5;2;116;115,2666667;2;23,3
5;12;5;3;116,5;115,2666667;2;23,2
5;12;6;1;116;115,2666667;NA;NA
5;12;7;1;115,1;115,2666667;NA;NA
5;12;7;2;115,2;115,2666667;NA;NA
5;12;7;3;115,5;115,2666667;NA;NA
6;1;1;1;122;124,0666667;NA;NA
6;1;2;1;125;124,0666667;1;21,6
6;1;3;1;125;124,0666667;1;21,79
6;1;4;1;125;124,0666667;2;23
6;1;4;1;125;124,0666667;1;21,4
6;1;4;2;126;124,0666667;2;22,5
6;1;4;2;126;124,0666667;1;21,83
6;1;4;3;125;124,0666667;1;21,88
6;1;4;3;125;124,0666667;2;22,3
6;1;5;1;125;124,0666667;2;22,9
6;1;6;1;123;124,0666667;NA;NA
6;1;6;2;123;124,0666667;NA;NA
6;1;6;3;123;124,0666667;NA;NA
6;1;7;1;124,6;124,0666667;NA;NA
6;1;7;2;123,8;124,0666667;NA;NA
6;1;7;3;123,8;124,0666667;NA;NA
6;2;1;1;106;105,2;1;20,3
6;2;2;1;106;105,2;1;21,18
6;2;3;1;106;105,2;1;22,81
6;2;4;1;106;105,2;2;22,5
6;2;4;1;106;105,2;1;21,74
6;2;5;1;107;105,2;2;22,4
6;2;6;1;106;105,2;NA;NA
6;2;6;2;106;105,2;NA;NA
6;2;6;3;106;105,2;NA;NA
6;2;7;1;105,1;105,2;NA;NA
6;2;7;2;105,3;105,2;NA;NA
6;2;7;3;105,2;105,2;NA;NA
6;3;1;1;99;98,26666667;1;20,67
6;3;1;2;99;98,26666667;1;18,28
6;3;1;3;99;98,26666667;1;19,31
6;3;2;1;99;98,26666667;1;19,53
6;3;2;2;99;98,26666667;1;20,34
6;3;2;3;99;98,26666667;1;19,48
6;3;3;1;99;98,26666667;1;19,98
6;3;3;2;99;98,26666667;1;20,14
6;3;3;3;99;98,26666667;1;19,67
6;3;4;1;99;98,26666667;2;20,7
6;3;4;1;99;98,26666667;1;20,37
6;3;5;1;99;98,26666667;2;20,7
6;3;6;1;99;98,26666667;NA;NA
6;3;7;1;98,5;98,26666667;NA;NA
6;3;7;2;98;98,26666667;NA;NA
6;3;7;3;98,3;98,26666667;NA;NA
6;4;1;1;68;67,83333333;1;17,33
6;4;1;2;68;67,83333333;1;17,92
6;4;1;3;68;67,83333333;1;18,83
6;4;2;1;68;67,83333333;1;17,73
6;4;3;1;68;67,83333333;1;17,02
6;4;4;1;68;67,83333333;2;18,9
6;4;4;1;68;67,83333333;1;18,97
6;4;4;2;68;67,83333333;1;18,87
6;4;4;2;68;67,83333333;2;19,7
6;4;4;3;68;67,83333333;2;19,7
6;4;4;3;68;67,83333333;1;18,85
6;4;5;1;69;67,83333333;2;19,8
6;4;5;2;68;67,83333333;2;20,2
6;4;5;3;68,5;67,83333333;2;19,7
6;4;6;1;68;67,83333333;NA;NA
6;4;6;2;69;67,83333333;NA;NA
6;4;6;3;69;67,83333333;NA;NA
6;4;7;1;67,7;67,83333333;NA;NA
6;4;7;2;67,9;67,83333333;NA;NA
6;4;7;3;67,9;67,83333333;NA;NA
6;5;1;1;68;67,03333333;1;17,19
