Proefvlak;Boom;Ploeg;Meting;Omtrek;Referentie;Toestel;Hoogte
6;5;2;1;68;67,03333333;1;17,5
6;5;3;1;68;67,03333333;1;17,92
6;5;3;2;68;67,03333333;1;18,19
6;5;3;3;68;67,03333333;1;18,25
6;5;4;1;67;67,03333333;2;18,7
6;5;4;1;67;67,03333333;1;18,4
6;5;4;2;67;67,03333333;2;18,8
6;5;4;2;67;67,03333333;1;18,52
6;5;4;3;67;67,03333333;2;19
6;5;4;3;67;67,03333333;1;18,4
6;5;5;1;68;67,03333333;2;19
6;5;5;2;68;67,03333333;2;18,6
6;5;5;3;68;67,03333333;2;19,1
6;5;6;1;68;67,03333333;NA;NA
6;5;6;2;68;67,03333333;NA;NA
6;5;6;3;68;67,03333333;NA;NA
6;5;7;1;67;67,03333333;NA;NA
6;5;7;2;67,2;67,03333333;NA;NA
6;5;7;3;66,9;67,03333333;NA;NA
6;6;1;1;80;78,96666667;1;21,66
6;6;1;2;80;78,96666667;1;18,63
6;6;1;3;80;78,96666667;1;18,9
6;6;2;1;81;78,96666667;1;17,58
6;6;2;2;81;78,96666667;1;18,36
6;6;2;3;80;78,96666667;1;17,86
6;6;3;1;80;78,96666667;1;18,68
6;6;3;2;80;78,96666667;1;18,72
6;6;3;3;80;78,96666667;1;17,86
6;6;4;1;81;78,96666667;1;18,72
6;6;4;1;81;78,96666667;2;19,2
6;6;4;2;80;78,96666667;1;18,83
6;6;4;2;80;78,96666667;2;19,3
6;6;4;3;80;78,96666667;1;18,89
6;6;4;3;80;78,96666667;2;19,4
6;6;5;1;80;78,96666667;2;19,6
6;6;6;1;80;78,96666667;NA;NA
6;6;7;1;79,2;78,96666667;NA;NA
6;6;7;2;78,7;78,96666667;NA;NA
6;6;7;3;79;78,96666667;NA;NA
6;7;1;1;93;92,56666667;1;17,4
6;7;2;1;92;92,56666667;1;18,86
6;7;2;2;91;92,56666667;1;18,69
6;7;2;3;92;92,56666667;1;18,65
6;7;3;1;93;92,56666667;1;19,49
6;7;3;2;92;92,56666667;1;19,12
6;7;3;3;92;92,56666667;1;19,18
6;7;4;1;92;92,56666667;1;19,07
6;7;4;1;92;92,56666667;2;19,3
6;7;5;1;92;92,56666667;2;20,1
6;7;5;2;92;92,56666667;2;20,1
6;7;5;3;92;92,56666667;2;20,5
6;7;6;1;95;92,56666667;NA;NA
6;7;6;2;92;92,56666667;NA;NA
6;7;6;3;93;92,56666667;NA;NA
6;7;7;1;92,5;92,56666667;NA;NA
6;7;7;2;92,7;92,56666667;NA;NA
6;7;7;3;92,5;92,56666667;NA;NA
6;8;1;1;90;89,16666667;1;19,13
6;8;1;2;89;89,16666667;1;17,92
6;8;1;3;90;89,16666667;1;18,41
6;8;2;1;89;89,16666667;1;19,58
6;8;3;1;90;89,16666667;1;19,14
6;8;3;2;89;89,16666667;1;18,51
6;8;3;3;89;89,16666667;1;18,77
6;8;4;1;89;89,16666667;2;20,5
6;8;4;1;89;89,16666667;1;20,97
6;8;4;2;89;89,16666667;2;18,9
6;8;4;2;89;89,16666667;1;20,55
6;8;4;3;89;89,16666667;2;20
6;8;4;3;89;89,16666667;1;19,55
6;8;5;1;89,5;89,16666667;2;20,2
6;8;6;1;91;89,16666667;NA;NA
6;8;7;1;89;89,16666667;NA;NA
6;8;7;2;89,4;89,16666667;NA;NA
6;8;7;3;89,1;89,16666667;NA;NA
6;9;1;1;110;109,2666667;1;18,75
6;9;2;1;110;109,2666667;1;19,93
6;9;2;2;110;109,2666667;1;19,49
6;9;2;3;111;109,2666667;1;19,92
6;9;3;1;110;109,2666667;1;20,7
6;9;4;1;110;109,2666667;2;19,9
6;9;4;1;110;109,2666667;1;21,14
6;9;5;1;110,5;109,2666667;2;23,2
6;9;5;2;110,5;109,2666667;2;23,1
6;9;5;3;111;109,2666667;2;23,3
6;9;6;1;110;109,2666667;NA;NA
6;9;7;1;109,2;109,2666667;NA;NA
6;9;7;2;109,1;109,2666667;NA;NA
6;9;7;3;109,5;109,2666667;NA;NA
6;10;1;1;68;67,93333333;1;19,04
6;10;2;1;69;67,93333333;1;18,31
6;10;3;1;68;67,93333333;1;19,86
6;10;4;1;68;67,93333333;1;19,19
6;10;4;1;68;67,93333333;2;19
6;10;5;1;69;67,93333333;2;18,7
6;10;6;1;68;67,93333333;NA;NA
6;10;7;1;67,9;67,93333333;NA;NA
6;10;7;2;67,9;67,93333333;NA;NA
6;10;7;3;68;67,93333333;NA;NA
6;11;1;1;83;82;1;18,25
6;11;1;2;83;82;1;18,53
6;11;1;3;83;82;1;20,2
6;11;2;1;82;82;1;18,25
6;11;2;2;82;82;1;18,9
6;11;2;3;82;82;1;18,96
6;11;3;1;83;82;1;19,56
6;11;4;1;82;82;1;19,64
6;11;4;1;82;82;2;19,4
6;11;5;1;82;82;2;20,3
6;11;5;2;83;82;2;20,6
6;11;5;3;82,5;82;2;20,4
6;11;6;1;83;82;NA;NA
6;11;6;2;83;82;NA;NA
6;11;6;3;84;82;NA;NA
6;11;7;1;82;82;NA;NA
6;11;7;2;82;82;NA;NA
6;11;7;3;82;82;NA;NA
6;12;1;1;66;64,86666667;1;16,72
6;12;1;2;66;64,86666667;1;16,93
6;12;1;3;66;64,86666667;1;17,03
6;12;2;1;66;64,86666667;1;16,66
6;12;2;2;66;64,86666667;1;16
6;12;2;3;67;64,86666667;1;16,38
6;12;3;1;66;64,86666667;1;16,97
6;12;3;2;66;64,86666667;1;16,97
6;12;3;3;66;64,86666667;1;17,2
6;12;4;1;65;64,86666667;2;16,7
6;12;4;1;65;64,86666667;1;17,09
6;12;4;2;66;64,86666667;2;17,6
6;12;4;2;66;64,86666667;1;17,12
6;12;4;3;NA;NA;1;17,4
6;12;4;3;NA;NA;2;18,1
6;12;5;1;67;64,86666667;2;17,8
6;12;5;2;66;64,86666667;2;18,4
6;12;5;3;66;64,86666667;2;18,3
6;12;6;1;67;64,86666667;NA;NA
6;12;7;1;64,8;64,86666667;NA;NA
6;12;7;2;64,9;64,86666667;NA;NA
6;12;7;3;64,9;64,86666667;NA;NA
7;1;1;1;133;132,6666667;1;25,38
7;1;2;1;134;132,6666667;1;24,4
7;1;2;2;133;132,6666667;1;22,04
7;1;2;3;133;132,6666667;1;22,5
7;1;3;1;133;132,6666667;1;21,49
7;1;4;1;134;132,6666667;1;21,81
7;1;4;1;134;132,6666667;2;23,7
7;1;4;2;133;132,6666667;2;22,6
7;1;4;2;133;132,6666667;1;21,42
7;1;4;3;133;132,6666667;2;22,7
7;1;4;3;133;132,6666667;1;22,14
7;1;5;1;133,5;132,6666667;2;21,9
7;1;6;1;133;132,6666667;NA;NA
7;1;6;2;133;132,6666667;NA;NA
7;1;6;3;134;132,6666667;NA;NA
7;1;7;1;132,5;132,6666667;NA;NA
7;1;7;2;132,8;132,6666667;NA;NA
7;1;7;3;132,7;132,6666667;NA;NA
7;2;1;1;159;159,2;1;23,33
7;2;2;1;160;159,2;1;22,61
7;2;2;2;161;159,2;1;21,17
7;2;2;3;160;159,2;1;21,7
7;2;3;1;160;159,2;1;23,52
7;2;4;1;159;159,2;2;22,8
7;2;4;1;159;159,2;1;23
7;2;5;1;159,5;159,2;2;25,4
7;2;6;1;160;159,2;NA;NA
7;2;7;1;159,2;159,2;NA;NA
7;2;7;2;159,3;159,2;NA;NA
7;2;7;3;159,1;159,2;NA;NA
7;3;1;1;154;154,8333333;1;27,85
7;3;1;2;154;154,8333333;1;22,99
7;3;1;3;154;154,8333333;1;24,87
7;3;2;1;156;154,8333333;1;22,96
7;3;3;1;156;154,8333333;1;21,65
7;3;3;2;155;154,8333333;1;22,97
7;3;3;3;155;154,8333333;1;23,49
7;3;4;1;154;154,8333333;1;22,76
7;3;4;1;154;154,8333333;2;23,8
7;3;5;1;156;154,8333333;2;23,8
7;3;5;2;156;154,8333333;2;24,8
7;3;5;3;155;154,8333333;2;22,5
7;3;6;1;161;154,8333333;NA;NA
7;3;7;1;154,9;154,8333333;NA;NA
7;3;7;2;154,6;154,8333333;NA;NA
7;3;7;3;155;154,8333333;NA;NA
7;4;1;1;114;115,6;1;21,29
7;4;1;2;114;115,6;1;19,87
7;4;1;3;114;115,6;1;24,34
7;4;2;1;115;115,6;1;21,57
7;4;3;1;115;115,6;1;21,31
7;4;4;1;116;115,6;2;22,4
7;4;4;1;116;115,6;1;21,93
7;4;4;2;115;115,6;1;21,9
7;4;4;2;115;115,6;2;22,3
7;4;4;3;115;115,6;2;22,4
7;4;4;3;115;115,6;1;22,43
7;4;5;1;115,5;115,6;2;22,2
7;4;6;1;116;115,6;NA;NA
7;4;7;1;115,6;115,6;NA;NA
7;4;7;2;115,1;115,6;NA;NA
7;4;7;3;116,1;115,6;NA;NA
7;5;1;1;105;106,1333333;1;20,89
7;5;2;1;107;106,1333333;1;22,8
7;5;3;1;107;106,1333333;1;21,08
7;5;3;2;107;106,1333333;1;21,04
7;5;3;3;107;106,1333333;1;20,57
7;5;4;1;106;106,1333333;1;21,6
7;5;4;1;106;106,1333333;2;21,6
7;5;4;2;107;106,1333333;2;21,9
7;5;4;2;107;106,1333333;1;20,86
7;5;4;3;107;106,1333333;1;20,64
7;5;4;3;107;106,1333333;2;21,6
7;5;5;1;107;106,1333333;2;20,7
7;5;5;2;107;106,1333333;2;20,9
7;5;5;3;107,5;106,1333333;2;21,1
7;5;6;1;107;106,1333333;NA;NA
7;5;7;1;106;106,1333333;NA;NA
7;5;7;2;106;106,1333333;NA;NA
7;5;7;3;106,4;106,1333333;NA;NA
7;6;1;1;142;142,0333333;1;23,18
7;6;2;1;143;142,0333333;1;23,19
7;6;2;2;143;142,0333333;1;23,39
7;6;2;3;143;142,0333333;1;23,26
7;6;3;1;143;142,0333333;1;22,64
7;6;3;2;147;142,0333333;1;22,51
7;6;3;3;143;142,0333333;1;22,33
7;6;4;1;143;142,0333333;1;22,57
7;6;4;1;143;142,0333333;2;23
7;6;4;2;142;142,0333333;1;23,15
7;6;4;2;142;142,0333333;2;23
7;6;4;3;142;142,0333333;1;23,14
7;6;4;3;142;142,0333333;2;23
7;6;5;1;142,5;142,0333333;2;23,1
7;6;5;2;143;142,0333333;2;23,1
7;6;5;3;143;142,0333333;2;24,1
7;6;6;1;143;142,0333333;NA;NA
7;6;7;1;141,8;142,0333333;NA;NA
7;6;7;2;142;142,0333333;NA;NA
7;6;7;3;142,3;142,0333333;NA;NA
7;7;1;1;80;79,66666667;1;14,39
7;7;1;2;80;79,66666667;1;14,5
7;7;1;3;80;79,66666667;1;14,89
7;7;2;1;81;79,66666667;1;13,18
7;7;2;2;81;79,66666667;1;13,84
7;7;2;3;82;79,66666667;1;14,09
7;7;3;1;81;79,66666667;1;14,16
7;7;3;2;81;79,66666667;1;14,21
7;7;3;3;82;79,66666667;1;13,64
7;7;4;1;NA;NA;1;14,26
7;7;4;1;NA;NA;2;14,2
7;7;5;1;81;79,66666667;2;14,1
7;7;5;2;81;79,66666667;2;14
7;7;5;3;81;79,66666667;2;14,1
7;7;6;1;81;79,66666667;NA;NA
7;7;7;1;79,5;79,66666667;NA;NA
7;7;7;2;79,8;79,66666667;NA;NA
7;7;7;3;79,7;79,66666667;NA;NA
7;8;1;1;109;108,3666667;1;5,31
7;8;2;1;110;108,3666667;1;5,3
7;8;3;1;110;108,3666667;1;4,89
7;8;4;1;109;108,3666667;2;5,3
7;8;4;1;109;108,3666667;1;5,16
7;8;4;2;109;108,3666667;2;5,2
7;8;4;2;109;108,3666667;1;5,57
7;8;4;3;110;108,3666667;2;5,2
7;8;4;3;110;108,3666667;1;5,05
7;8;5;1;109;108,3666667;2;5
7;8;5;2;110;108,3666667;2;5,1
7;8;5;3;110;108,3666667;2;5,1
7;8;6;1;109;108,3666667;NA;NA
7;8;6;2;109;108,3666667;NA;NA
7;8;6;3;110;108,3666667;NA;NA
7;8;7;1;108,2;108,3666667;NA;NA
7;8;7;2;108,4;108,3666667;NA;NA
7;8;7;3;108,5;108,3666667;NA;NA
7;9;1;1;127;126,6;1;23,5
7;9;2;1;128;126,6;1;22,17
7;9;3;1;127;126,6;1;20,89
7;9;3;2;127;126,6;1;20,59
7;9;3;3;127;126,6;1;20,39
7;9;4;1;126;126,6;1;20,6
7;9;4;1;126;126,6;2;21,1
7;9;5;1;127,9;126,6;2;21,2
7;9;5;2;127;126,6;2;21
7;9;5;3;128;126,6;2;21,3
7;9;6;1;127;126,6;NA;NA
7;9;6;2;126;126,6;NA;NA
7;9;6;3;127;126,6;NA;NA
7;9;7;1;126,8;126,6;NA;NA
7;9;7;2;126,5;126,6;NA;NA
7;9;7;3;126,5;126,6;NA;NA
7;10;1;1;168;168,6666667;1;26,17
7;10;1;2;163;168,6666667;1;28,2
7;10;1;3;168;168,6666667;1;23,31
7;10;2;1;169;168,6666667;1;26,59
7;10;2;2;168;168,6666667;1;24,87
7;10;2;3;170;168,6666667;1;25,19
7;10;3;1;170;168,6666667;1;24,29
7;10;4;1;169;168,6666667;1;24,4
7;10;4;1;169;168,6666667;2;24
7;10;5;1;168,5;168,6666667;2;25,1
7;10;6;1;167;168,6666667;NA;NA
7;10;6;2;168;168,6666667;NA;NA
7;10;6;3;167;168,6666667;NA;NA
7;10;7;1;168,8;168,6666667;NA;NA
7;10;7;2;168,7;168,6666667;NA;NA
7;10;7;3;168,5;168,6666667;NA;NA
7;11;1;1;115;114,1333333;1;19,6
7;11;1;2;114;114,1333333;1;21,52
7;11;1;3;114;114,1333333;1;22,27
7;11;2;1;115;114,1333333;1;20,53
7;11;3;1;115;114,1333333;1;19,6
7;11;4;1;114;114,1333333;2;20
7;11;4;1;114;114,1333333;1;19,7
7;11;5;1;114,5;114,1333333;2;20,8
7;11;6;1;115;114,1333333;NA;NA
7;11;6;2;115;114,1333333;NA;NA
7;11;6;3;115;114,1333333;NA;NA
7;11;7;1;114;114,1333333;NA;NA
7;11;7;2;114,4;114,1333333;NA;NA
7;11;7;3;114;114,1333333;NA;NA
7;12;1;1;96;95,33333333;1;19,36
7;12;1;2;96;95,33333333;1;18,76
7;12;1;3;95;95,33333333;1;19,91
7;12;2;1;96;95,33333333;1;18,66
7;12;2;2;96;95,33333333;1;19,2
7;12;2;3;95;95,33333333;1;17,77
7;12;3;1;96;95,33333333;1;18,62
7;12;3;2;95;95,33333333;1;18,86
7;12;3;3;96;95,33333333;1;18,89
7;12;4;1;96;95,33333333;1;20,97
7;12;4;1;96;95,33333333;2;21,5
7;12;4;2;95;95,33333333;1;19,42
7;12;4;2;95;95,33333333;2;19
7;12;4;3;95;95,33333333;2;19
7;12;4;3;95;95,33333333;1;18,82
7;12;5;1;96;95,33333333;2;19,4
7;12;6;1;96;95,33333333;NA;NA
7;12;6;2;96;95,33333333;NA;NA
7;12;6;3;96;95,33333333;NA;NA
7;12;7;1;95,5;95,33333333;NA;NA
7;12;7;2;95,4;95,33333333;NA;NA
7;12;7;3;95,1;95,33333333;NA;NA
8;1;1;1;101;99,66666667;1;20,28
8;1;1;2;101;99,66666667;1;20,5
8;1;1;3;101;99,66666667;1;21,22
8;1;2;1;100;99,66666667;1;18,49
8;1;3;1;100;99,66666667;1;18,9
8;1;4;1;100;99,66666667;1;20,21
8;1;4;1;100;99,66666667;2;20,4
8;1;4;2;100;99,66666667;1;19,81
8;1;4;2;100;99,66666667;2;19,4
8;1;4;3;100;99,66666667;2;20,1
8;1;4;3;100;99,66666667;1;20,06
8;1;5;1;100;99,66666667;2;21
8;1;6;1;100;99,66666667;NA;NA
8;1;7;1;99,5;99,66666667;NA;NA
8;1;7;2;99,7;99,66666667;NA;NA
8;1;7;3;99,8;99,66666667;NA;NA
8;2;1;1;135;135,0666667;1;21,69
8;2;2;1;135;135,0666667;1;21,56
8;2;2;2;135;135,0666667;1;21,1
8;2;2;3;135;135,0666667;1;22,15
8;2;3;1;136;135,0666667;1;20,77
8;2;4;1;136;135,0666667;2;22,5
8;2;4;1;136;135,0666667;1;21,72
8;2;5;1;135;135,0666667;2;21,7
8;2;6;1;135;135,0666667;NA;NA
8;2;6;2;135;135,0666667;NA;NA
8;2;6;3;136;135,0666667;NA;NA
8;2;7;1;135,2;135,0666667;NA;NA
8;2;7;2;134,9;135,0666667;NA;NA
8;2;7;3;135,1;135,0666667;NA;NA
8;3;1;1;120;119,7666667;1;22,55
8;3;1;2;121;119,7666667;1;21,68
8;3;1;3;120;119,7666667;1;20,71
8;3;2;1;120;119,7666667;1;22,55
8;3;3;1;121;119,7666667;1;20,79
8;3;3;2;120;119,7666667;1;21,15
8;3;3;3;121;119,7666667;1;21,61
8;3;4;1;120;119,7666667;1;22,09
8;3;4;1;120;119,7666667;2;21
8;3;5;1;121;119,7666667;2;21,2
8;3;6;1;121;119,7666667;NA;NA
8;3;7;1;119,9;119,7666667;NA;NA
8;3;7;2;119,5;119,7666667;NA;NA
8;3;7;3;119,9;119,7666667;NA;NA
8;4;1;1;143;141,6;1;22,67
8;4;2;1;142;141,6;1;23,21
8;4;2;2;141;141,6;1;23,18
8;4;2;3;141;141,6;1;23,34
8;4;3;1;142;141,6;1;21,82
8;4;3;2;142;141,6;1;22,37
8;4;3;3;142;141,6;1;20,88
8;4;4;1;142;141,6;2;24
8;4;4;1;142;141,6;1;23,12
8;4;4;2;142;141,6;2;23,2
8;4;4;2;142;141,6;1;22,83
8;4;4;3;142;141,6;2;22,5
8;4;4;3;142;141,6;1;22,89
8;4;5;1;142;141,6;2;22,8
8;4;5;2;142;141,6;2;23,3
8;4;5;3;142;141,6;2;22,8
8;4;6;1;142;141,6;NA;NA
8;4;7;1;141,7;141,6;NA;NA
8;4;7;2;141,6;141,6;NA;NA
8;4;7;3;141,5;141,6;NA;NA
8;5;1;1;114;114,3;1;22,1
8;5;2;1;114;114,3;1;21
8;5;3;1;114;114,3;1;21,19
8;5;4;1;115;114,3;1;21,44
8;5;4;1;115;114,3;2;21,8
8;5;4;2;114;114,3;1;21
8;5;4;2;114;114,3;2;21,6
8;5;4;3;114;114,3;1;20,85
8;5;4;3;114;114,3;2;21,5
8;5;5;1;115;114,3;2;21,4
8;5;6;1;115;114,3;NA;NA
8;5;6;2;115;114,3;NA;NA
8;5;6;3;115;114,3;NA;NA
8;5;7;1;114,2;114,3;NA;NA
8;5;7;2;114,4;114,3;NA;NA
8;5;7;3;114,3;114,3;NA;NA
8;6;1;1;131;130,2;1;24,06
8;6;2;1;130;130,2;1;22,78
8;6;2;2;130;130,2;1;23,75
8;6;2;3;130;130,2;1;24,94
8;6;3;1;131;130,2;1;23,8
8;6;4;1;131;130,2;1;23,64
8;6;4;1;131;130,2;2;23,6
8;6;4;2;130;130,2;2;22,9
8;6;4;2;130;130,2;1;23,15
8;6;4;3;130;130,2;1;22,86
8;6;4;3;130;130,2;2;23
8;6;5;1;131;130,2;2;23,2
8;6;5;2;131;130,2;2;23,9
8;6;5;3;131;130,2;2;24,1
8;6;6;1;131;130,2;NA;NA
8;6;6;2;131;130,2;NA;NA
8;6;6;3;131;130,2;NA;NA
8;6;7;1;130,1;130,2;NA;NA
8;6;7;2;130,2;130,2;NA;NA
8;6;7;3;130,3;130,2;NA;NA
8;7;1;1;135;135,5666667;1;22,39
8;7;1;2;135;135,5666667;1;22,34
8;7;1;3;135;135,5666667;1;23,26
8;7;2;1;135;135,5666667;1;21,57
8;7;3;1;136;135,5666667;1;20,2
8;7;4;1;135;135,5666667;1;21,93
8;7;4;1;135;135,5666667;2;21,7
8;7;5;1;137;135,5666667;2;21,6
8;7;5;2;135,5;135,5666667;2;22,6
8;7;5;3;136;135,5666667;2;22,3
8;7;6;1;135;135,5666667;NA;NA
8;7;7;1;135,6;135,5666667;NA;NA
8;7;7;2;135,6;135,5666667;NA;NA
8;7;7;3;135,5;135,5666667;NA;NA
8;8;1;1;132;131;1;23,06
8;8;1;2;132;131;1;23,27
8;8;1;3;132;131;1;22,99
8;8;2;1;131;131;1;23,32
8;8;2;2;132;131;1;22,75
8;8;2;3;131;131;1;23,24
8;8;3;1;132;131;1;21,55
8;8;3;2;132;131;1;22,02
8;8;3;3;132;131;1;22,54
8;8;4;1;131;131;2;22,2
8;8;4;1;131;131;1;22,56
8;8;4;2;131;131;2;22,9
8;8;4;2;131;131;1;22,29
8;8;4;3;131;131;1;22,6
8;8;4;3;131;131;2;22,7
8;8;5;1;132,5;131;2;22,2
8;8;6;1;132;131;NA;NA
8;8;6;2;132;131;NA;NA
8;8;6;3;132;131;NA;NA
8;8;7;1;130,8;131;NA;NA
8;8;7;2;131;131;NA;NA
8;8;7;3;131,2;131;NA;NA
8;9;1;1;132;132,6;1;24,21
8;9;1;2;132;132,6;1;24,43
8;9;1;3;132;132,6;1;23,52
8;9;2;1;133;132,6;1;24
8;9;2;2;132;132,6;1;23,71
8;9;2;3;132;132,6;1;22,68
8;9;3;1;133;132,6;1;20,48
8;9;3;2;132;132,6;1;21,42
8;9;3;3;133;132,6;1;21,4
8;9;4;1;132;132,6;2;21,5
8;9;4;1;132;132,6;1;21,59
8;9;5;1;133,5;132,6;2;21,9
8;9;5;2;133;132,6;2;21,9
8;9;5;3;134;132,6;2;22
8;9;6;1;133;132,6;NA;NA
8;9;7;1;132,9;132,6;NA;NA
8;9;7;2;132,7;132,6;NA;NA
8;9;7;3;132,2;132,6;NA;NA
8;10;1;1;98;97,73333333;1;21,17
8;10;1;2;98;97,73333333;1;20,26
8;10;1;3;98;97,73333333;1;18,84
8;10;2;1;98;97,73333333;1;19,68
8;10;2;2;98;97,73333333;1;20,7
8;10;2;3;98;97,73333333;1;20,01
8;10;3;1;98;97,73333333;1;19,17
8;10;4;1;98;97,73333333;2;19,5
8;10;4;1;98;97,73333333;1;20,05
8;10;5;1;99;97,73333333;2;18,7
8;10;6;1;98;97,73333333;NA;NA
8;10;6;2;99;97,73333333;NA;NA
8;10;6;3;99;97,73333333;NA;NA
8;10;7;1;97,9;97,73333333;NA;NA
8;10;7;2;97,7;97,73333333;NA;NA
8;10;7;3;97,6;97,73333333;NA;NA
8;11;1;1;172;171,8333333;1;22,78
8;11;2;1;172;171,8333333;1;23,18
8;11;3;1;173;171,8333333;1;24,09
8;11;3;2;173;171,8333333;1;24,62
8;11;3;3;174;171,8333333;1;22,1
8;11;4;1;172;171,8333333;1;24,2
8;11;4;1;172;171,8333333;2;23,6
8;11;5;1;174;171,8333333;2;23,6
8;11;5;2;173;171,8333333;2;23,2
8;11;5;3;174;171,8333333;2;22,7
8;11;6;1;172;171,8333333;NA;NA
8;11;7;1;171,4;171,8333333;NA;NA
8;11;7;2;172;171,8333333;NA;NA
8;11;7;3;172,1;171,8333333;NA;NA
8;12;1;1;107;107,3333333;1;17,88
8;12;2;1;107;107,3333333;1;19,79
8;12;3;1;108;107,3333333;1;20,4
8;12;3;2;108;107,3333333;1;20,25
8;12;3;3;108;107,3333333;1;19,77
8;12;4;1;108;107,3333333;2;21,1
8;12;4;1;108;107,3333333;1;21,32
8;12;4;2;107;107,3333333;2;21,1
8;12;4;2;107;107,3333333;1;20,89
8;12;4;3;108;107,3333333;1;20,76
8;12;4;3;108;107,3333333;2;20,7
8;12;5;1;108;107,3333333;2;21
8;12;5;2;108;107,3333333;2;21,3
8;12;5;3;108;107,3333333;2;21,3
8;12;6;1;108;107,3333333;NA;NA
8;12;6;2;108;107,3333333;NA;NA
8;12;6;3;109;107,3333333;NA;NA
8;12;7;1;107,5;107,3333333;NA;NA
8;12;7;2;107,4;107,3333333;NA;NA
8;12;7;3;107,1;107,3333333;NA;NA
